iter	RMSE
235	3.537817658
236	3.536939226
237	3.536177855
238	3.535233167
239	3.534497166
240	3.533945441
241	3.533487664
242	3.532860067
243	3.532353948
244	3.531778228
245	3.531036923
246	3.530451366
247	3.529736911
248	3.529060262
249	3.528668517
250	3.527535667
251	3.526768464
252	3.526132757
253	3.525738185
254	3.525223331
255	3.524851522
256	3.524438213
257	3.524102588
258	3.523665877
259	3.522825099
260	3.522168532
261	3.521316069
262	3.520791961
263	3.520047194
264	3.519269283
265	3.518729297
266	3.518070934
267	3.517227432
268	3.516635671
269	3.516109933
270	3.515346963
271	3.514884297
272	3.514319279
273	3.513901764
274	3.513399048
275	3.512695826
276	3.512254689
277	3.511750703
278	3.511290365
279	3.510895472
280	3.510322161
281	3.509776159
282	3.509210007
283	3.508884599
284	3.508346235
285	3.507863146
286	3.507235427
287	3.506693718
288	3.506112093
289	3.505797392
290	3.505289331
291	3.504048646
292	3.503438794
293	3.503102842
294	3.502728455
295	3.502233777
296	3.501729299
297	3.501078388
298	3.500696781
299	3.500231173
300	3.499478909
301	3.498996302
302	3.498550973
303	3.498124016
304	3.497506507
305	3.496549893
306	3.495804947
307	3.495061153
308	3.494716809
309	3.494331991
310	3.493955518
311	3.493573098
312	3.493089421
313	3.492465383
314	3.491647389
315	3.491096068
316	3.490723395
317	3.49018361
318	3.489536421
319	3.48921687
320	3.488783688
321	3.48852284
322	3.487917589
323	3.487261429
324	3.486743986
325	3.486297393
326	3.485963358
327	3.485460012
328	3.485008825
329	3.484725237
330	3.484394614
331	3.483898202
332	3.483367771
333	3.482848625
334	3.482301783
335	3.481951807
336	3.481605433
337	3.481128985
338	3.480651778
339	3.480171975
340	3.480087378
341	3.479689192
342	3.47918353
343	3.478855194
344	3.47828237
345	3.478019653
346	3.477595447
347	3.477097651
348	3.476696366
349	3.476375607
350	3.475964941
351	3.474981778
352	3.474636625
353	3.474306856
354	3.474068878
355	3.473652277
356	3.473368445
357	3.473013752
358	3.472735757
359	3.472377033
360	3.471997226
361	3.47161202
362	3.471213076
363	3.470600186
364	3.470298819
365	3.469904602
366	3.469482734
367	3.469112501
368	3.468738416
369	3.468401892
370	3.468105755
371	3.467889059
372	3.467613975
373	3.467343405
374	3.466992705
375	3.466669399
376	3.466083091
377	3.465766864
378	3.465559776
379	3.465257732
380	3.464786232
381	3.464290078
382	3.463968941
383	3.463494036
384	3.462980226
385	3.462731469
386	3.462494755
387	3.462045746
388	3.461758542
389	3.461462114
390	3.461066418
391	3.460658385
392	3.460304379
393	3.459950945
394	3.459629933
395	3.45927471
396	3.459002261
397	3.458728832
398	3.45827682
399	3.457962507
400	3.457679174
401	3.45736533
402	3.457154298
403	3.456676525
404	3.456312832
405	3.455879986
406	3.455526873
407	3.455285934
408	3.455004486
409	3.454821243
410	3.454335089
411	3.453983531
412	3.453632842
413	3.453343918
414	3.453113992
415	3.452826233
416	3.452528101
417	3.452286828
418	3.452048008
419	3.451821981
420	3.451540848
421	3.451379328
422	3.451088211
423	3.450676829
424	3.450506805
425	3.449741767
426	3.449318733
427	3.448938312
428	3.448651303
429	3.448353645
430	3.447785305
431	3.447454832
432	3.44715561
433	3.446819218
434	3.446478935
435	3.446140427
436	3.445929288
437	3.445617549
438	3.445410338
439	3.44516369
440	3.444936623
441	3.444367816
442	3.444148408
443	3.443948263
444	3.443689506
445	3.443305682
446	3.442964742
447	3.442683956
448	3.442413162
449	3.442100411
450	3.441796801
451	3.441555637
452	3.441266778
453	3.440941791
454	3.440576236
455	3.440312401
456	3.439956854
457	3.439750603
458	3.439556892
459	3.439231152
460	3.438980097
461	3.438717533
462	3.438303766
463	3.438127783
464	3.437935795
465	3.437656793
466	3.437425542
467	3.43711223
468	3.436705345
469	3.436331507
470	3.436053799
471	3.435876285
472	3.435650572
473	3.435372518
474	3.435091922
475	3.434877821
476	3.434702981
477	3.43446405
478	3.43423996
479	3.434078292
480	3.433828426
481	3.433242464
482	3.433051509
483	3.432861347
484	3.432545042
485	3.432196386
486	3.43198401
487	3.431787709
488	3.431572622
489	3.43140032
490	3.431185931
491	3.431154854
492	3.431011632
493	3.430797825
494	3.430499011
495	3.430148899
496	3.429973911
497	3.429717938
498	3.429508507
499	3.429262307
500	3.429001404
501	3.42873818
502	3.428489071
503	3.428304077
504	3.428134692
505	3.42776568
506	3.427591499
507	3.42733852
508	3.42716934
509	3.426944292
510	3.426689002
511	3.426310475
512	3.426072503
513	3.425935017
514	3.4257816
515	3.425534612
516	3.42527711
517	3.424983751
518	3.424759153
519	3.424559126
520	3.424351637
521	3.424028834
522	3.423872371
523	3.423669441
524	3.423501926
525	3.423162518
526	3.423010364
527	3.422749539
528	3.422579281
529	3.422270697
530	3.422122151
531	3.421863284
532	3.421739664
533	3.421610449
534	3.421320755
535	3.421178258
536	3.420909142
537	3.420746198
538	3.420644068
539	3.420341379
540	3.420110685
541	3.419823641
542	3.419726691
543	3.419554544
544	3.419326226
545	3.419133339
546	3.41898415
547	3.418816614
548	3.418652583
549	3.418489174
550	3.418271782
551	3.418151565
552	3.417750527
553	3.417529886
554	3.417270724
555	3.416971095
556	3.416700144
557	3.416645783
558	3.416477717
559	3.41626688
560	3.416108174
561	3.416004738
562	3.415881314
563	3.41579031
564	3.415576811
565	3.415352209
566	3.415038431
567	3.414817268
568	3.414634174
569	3.414453608
570	3.414238817
571	3.413863087
572	3.413698001
573	3.41353259
574	3.413421409
575	3.413295135
576	3.413163085
577	3.412865518
578	3.41273128
579	3.412654307
580	3.412253723
581	3.412010329
582	3.411823226
583	3.41162246
584	3.411525082
585	3.411257525
586	3.410996501
587	3.410760834
588	3.410635679
589	3.410447971
590	3.410207472
591	3.410000403
592	3.409649108
593	3.409496509
594	3.409263352
595	3.409089714
596	3.408951221
597	3.408766686
598	3.40866586
599	3.408395367
600	3.40817826
601	3.40812647
602	3.407863061
603	3.407475106
604	3.40723228
605	3.407144003
606	3.406887009
607	3.406700721
608	3.406560057
609	3.406452013
610	3.406141372
611	3.405999947
612	3.405871576
613	3.405681689
614	3.405539441
615	3.405330377
616	3.405181925
617	3.404951275
618	3.404616929
619	3.404416383
620	3.404148122
621	3.403947801
622	3.40391416
623	3.40373698
624	3.403638219
625	3.40349334
626	3.403238247
627	3.403106159
628	3.402944082
629	3.402913666
630	3.402825218
631	3.402728257
632	3.402567169
633	3.402389469
634	3.402189221
635	3.402024896
636	3.401831284
637	3.40166752
638	3.401492932
639	3.40135908
640	3.40126506
641	3.401069671
642	3.400939172
643	3.400634807
644	3.400365841
645	3.400260593
646	3.40009357
647	3.399864751
648	3.399677631
649	3.399511672
650	3.399327899
651	3.399182208
652	3.399027611
653	3.39886906
654	3.39866818
655	3.398481797
656	3.398287088
657	3.398045233
658	3.397896855
659	3.397597511
660	3.397434871
661	3.397358951
662	3.397129679
663	3.397021539
664	3.396917612
665	3.396722155
666	3.396652043
667	3.396455473
668	3.396298238
669	3.396121392
670	3.396058704
671	3.395976642
672	3.395768399
673	3.395603092
674	3.395482063
675	3.395310023
676	3.395152787
677	3.39493299
678	3.394656095
679	3.394541292
680	3.394405927
681	3.394175406
682	3.393987088
683	3.393830323
684	3.393681803
685	3.393527715
686	3.393406233
687	3.393197251
688	3.393058434
689	3.392726011
690	3.392633062
691	3.39252969
692	3.392370539
693	3.392175237
694	3.392007602
695	3.391880486
696	3.391748354
697	3.391603636
698	3.391463069
699	3.391352071
700	3.391242153
701	3.390900014
702	3.390717191
703	3.390518656
704	3.390359626
705	3.39004279
706	3.389860636
707	3.389756025
708	3.389596615
709	3.389537675
710	3.389430806
711	3.389181804
712	3.388956245
713	3.388867495
714	3.388718326
715	3.388554812
716	3.38832621
717	3.388148601
718	3.388045566
719	3.387846429
720	3.387657836
721	3.38757055
722	3.387328933
723	3.387207281
724	3.387069851
725	3.386931425
726	3.386829091
727	3.386640306
728	3.386447928
729	3.386336953
730	3.386257409
731	3.386100318
732	3.386002011
733	3.385850536
734	3.385778698
735	3.385608449
736	3.385552846
737	3.385429244
738	3.385333733
739	3.385081116
740	3.384890525
741	3.384755871
742	3.38462191
743	3.384124077
744	3.384113611
745	3.384005365
746	3.383942178
747	3.383763325
748	3.383632174
749	3.383564255
750	3.383418857
751	3.383161502
752	3.382968464
753	3.382874187
754	3.382739829
755	3.382608433
756	3.38248049
757	3.382410876
758	3.382305957
759	3.382060281
760	3.381847645
761	3.381706221
762	3.381615016
763	3.38151474
764	3.381387492
765	3.381252805
766	3.381060459
767	3.380964528
768	3.38082892
769	3.380695249
770	3.380523223
771	3.380410983
772	3.380367924
773	3.380126496
774	3.380029653
775	3.37996097
776	3.379847366
777	3.379738698
778	3.379588332
779	3.379467117
780	3.379315797
781	3.379203274
782	3.379079271
783	3.378941826
784	3.378814838
785	3.378599203
786	3.378473197
787	3.378296891
788	3.378065557
789	3.377895146
790	3.377724582
791	3.37762198
792	3.37744279
793	3.377239355
794	3.377125069
795	3.37709565
796	3.376989395
797	3.376965159
798	3.376794486
799	3.376594561
800	3.376436977
801	3.376258733
802	3.376208147
803	3.376037467
804	3.375914928
805	3.375762882
806	3.375635324
807	3.375492357
808	3.375368849
809	3.375257212
810	3.375014747
811	3.374912588
812	3.37488327
813	3.374835131
814	3.374700554
815	3.374547368
816	3.37438531
817	3.374288356
818	3.37413571
819	3.373885527
820	3.373798737
821	3.373689756
822	3.373582841
823	3.37338058
824	3.373123964
825	3.372840407
826	3.372762116
827	3.372691129
828	3.372562982
829	3.372414355
830	3.372342929
831	3.372192627
832	3.372110718
833	3.371967118
834	3.371852983
835	3.371724132
836	3.371577923
837	3.371476174
838	3.371333835
839	3.371215457
840	3.371085831
841	3.370883642
842	3.370818663
843	3.370663615
844	3.37054043
845	3.370348142
846	3.370214019
847	3.369972547
848	3.369865585
849	3.369733571
850	3.369576624
851	3.369398143
852	3.369271799
853	3.369150213
854	3.368991273
855	3.36870845
856	3.368563184
857	3.368495931
858	3.368344307
859	3.368137652
860	3.368014659
861	3.367875906
862	3.367798655
863	3.367758783
864	3.367688794
865	3.367556045
866	3.367431185
867	3.367177231
868	3.367039413
869	3.366860703
870	3.366699795
871	3.366624217
872	3.366453831
873	3.366297812
874	3.366220278
875	3.366093966
876	3.365923969
877	3.365839003
878	3.365749717
879	3.365589371
880	3.365498509
881	3.365409017
882	3.365267895
883	3.365136816
884	3.364992385
885	3.364834047
886	3.364761366
887	3.364601955
888	3.364482897
889	3.364412689
890	3.364297229
891	3.364250941
892	3.364221006
893	3.364096218
894	3.363980647
895	3.363907523
896	3.363808518
897	3.3636899
898	3.36359132
899	3.363496689
900	3.363388628
901	3.363306101
902	3.363223083
903	3.363109505
904	3.362991855
905	3.362906504
906	3.362839079
907	3.362741695
908	3.362541664
909	3.362431017
910	3.362297414
911	3.362063064
912	3.361940325
913	3.36182183
914	3.36167758
915	3.361590855
916	3.36141642
917	3.361338051
918	3.361206321
919	3.361095371
920	3.361028106
921	3.360881411
922	3.360817332
923	3.360709575
924	3.360632382
925	3.360490765
926	3.360443105
927	3.360352362
928	3.360257542
929	3.36019301
930	3.360101756
931	3.359888729
932	3.359821624
933	3.359679339
934	3.359556279
935	3.35941335
936	3.359308658
937	3.359204019
938	3.359127098
939	3.359024085
940	3.358948553
941	3.358817935
942	3.358675852
943	3.358612845
944	3.358496281
945	3.358336251
946	3.358268926
947	3.358159616
948	3.358082847
949	3.357943077
950	3.357821347
951	3.357718213
952	3.357689854
953	3.357594493
954	3.357500682
955	3.357457614
956	3.357402323
957	3.357311762
958	3.357257623
959	3.357090115
960	3.356991046
961	3.356830944
962	3.356717523
963	3.356516703
964	3.356415817
965	3.356274528
966	3.356098092
967	3.356041281
968	3.355948442
969	3.355867644
970	3.355724849
971	3.355550008
972	3.355398092
973	3.355259185
974	3.355193102
975	3.355048942
976	3.355001406
977	3.354907111
978	3.354855024
979	3.354737503
980	3.354618076
981	3.354599963
982	3.354420292
983	3.354302658
984	3.354255632
985	3.354140919
986	3.354055684
987	3.353870593
988	3.353647929
989	3.353587419
990	3.353506203
991	3.353414311
992	3.3532472
993	3.353138081
994	3.353042646
995	3.352949822
996	3.352848245
997	3.352768951
998	3.35267907
999	3.352627673
